: Nomen: SI/PL
verlieren verlor vergehen verging
verlieren verlor ändern änderte
verlieren verlor fehlen fehlte
verstehen verstand nutzen nutzte
verstehen verstand müssen musste
verstehen verstand können konnte
verstehen verstand nehmen nahm
verstehen verstand kommen kam
versuchen versuchte wollen wollte
versuchen versuchte machen machte
versuchen versuchte erinnern erinnerte
versuchen versuchte legen legte
versuchen versuchte gelten galt
wachsen wuchs tragen trug
wachsen wuchs haben hatte
wachsen wuchs bieten bot
wachsen wuchs bestehen bestand
wachsen wuchs sprechen sprach
warten wartete erklären erklärte
warten wartete werden wurde
warten wartete arbeiten arbeitete
warten wartete mögen mochte
warten wartete erinnern erinnerte
werden wurde kennen kannte
werden wurde vergleichen verglich
werden wurde betreffen betraf
werden wurde treffen traf
werden wurde schließen schloss
wissen wusste treffen traf
wissen wusste schaffen schaffte
wissen wusste wollen wollte
wissen wusste fahren fuhr
wissen wusste können konnte
wohnen wohnte interessieren interessierte
wohnen wohnte bedeuten bedeutete
wohnen wohnte laufen lief
wohnen wohnte tun tat
wohnen wohnte lesen las
wollen wollte fehlen fehlte
wollen wollte helfen half
wollen wollte glauben glaubte
wollen wollte steigen stieg
wollen wollte vergehen verging
zeigen zeigte wollen wollte
zeigen zeigte vergleichen verglich
zeigen zeigte vergehen verging
zeigen zeigte interessieren interessierte
zeigen zeigte entwickeln entwickelte
ziehen zog sollen sollte
ziehen zog geben gab
ziehen zog steigen stieg
ziehen zog wollen wollte
ziehen zog müssen musste
: Verben (Präteritum): 3SV/INF
änderte ändern schloss schließen
änderte ändern interessierte interessieren
änderte ändern redete reden
änderte ändern ergab ergeben
änderte ändern suchte suchen
arbeitete arbeiten gab geben
arbeitete arbeiten verließ verlassen
arbeitete arbeiten wusste wissen
arbeitete arbeiten spielte spielen
arbeitete arbeiten entstand entstehen
bedeutete bedeuten meinte meinen
bedeutete bedeuten glaubte glauben
bedeutete bedeuten schaffte schaffen
bedeutete bedeuten verging vergehen
bedeutete bedeuten erwartete erwarten
begann beginnen nutzte nutzen
begann beginnen gehörte gehören
begann beginnen kannte kennen
begann beginnen lebte leben
begann beginnen hieß heißen
bekam bekommen stand stehen
bekam bekommen kam kommen
bekam bekommen sprach sprechen
bekam bekommen erkannte erkennen
bekam bekommen verstand verstehen
bestand bestehen entstand entstehen
bestand bestehen verließ verlassen
bestand bestehen sprach sprechen
bestand bestehen fiel fallen
bestand bestehen meinte meinen
betraf betreffen fuhr fahren
betraf betreffen machte machen
betraf betreffen hieß heißen
betraf betreffen sagte sagen
betraf betreffen redete reden
bot bieten verstand verstehen
bot bieten verstand verstehen
bot bieten folgte folgen
bot bieten erkannte erkennen
bot bieten verglich vergleichen
bildete bilden wollte wollen
bildete bilden entstand entstehen
bildete bilden fiel fallen
bildete bilden wohnte wohnen
bildete bilden stieg steigen
blieb bleiben mochte mögen
blieb bleiben entsprach entsprechen
blieb bleiben las lesen
blieb bleiben stieg steigen
blieb bleiben lebte leben
brauchte brauchen erinnerte erinnern
brauchte brauchen sprach sprechen
brauchte brauchen lief laufen
brauchte brauchen sagte sagen
brauchte brauchen sagte sagen
brachte bringen meinte meinen
brachte bringen hieß heißen
brachte bringen sollte sollen
brachte bringen war sein
brachte bringen fuhr fahren
dachte denken blieb bleiben
dachte denken schloss schließen
dachte denken fiel fallen
dachte denken bekam bekommen
dachte denken lebte leben
durfte dürfen gewann gewinnen
durfte dürfen gab geben
durfte dürfen trug tragen
durfte dürfen las lesen
durfte dürfen bedeutete bedeuten
entsprach entsprechen bekam bekommen
entsprach entsprechen las lesen
entsprach entsprechen galt gelten
entsprach entsprechen ergab ergeben
entsprach entsprechen lag liegen
entstand entstehen verband verbinden
entstand entstehen fiel fallen
entstand entstehen interessierte interessieren
entstand entstehen stand stehen
entstand entstehen bot bieten
entwickelte entwickeln spielte spielen
entwickelte entwickeln betraf betreffen
entwickelte entwickeln änderte ändern
entwickelte entwickeln zeigte zeigen
entwickelte entwickeln versuchte versuchen
ergab ergeben bildete bilden
ergab ergeben sah sehen
ergab ergeben fehlte fehlen
ergab ergeben nutzte nutzen
ergab ergeben erkannte erkennen
erhielt erhalten hatte haben
erhielt erhalten ergab ergeben
erhielt erhalten stand stehen
erhielt erhalten stellte stellen
erhielt erhalten fühlte fühlen
erinnerte erinnern spielte spielen
erinnerte erinnern handelte handeln
erinnerte erinnern fragte fragen
erinnerte erinnern wartete warten
erinnerte erinnern stieg steigen
erkannte erkennen verstand verstehen
erkannte erkennen lief laufen
erkannte erkennen handelte handeln
erkannte erkennen gewann gewinnen
erkannte erkennen schloss schließen
erklärte erklären lebte leben
erklärte erklären wuchs wachsen
erklärte erklären änderte ändern
erklärte erklären half helfen
erklärte erklären entstand entstehen
erreichte erreichen verlor verlieren
erreichte erreichen fand finden
erreichte erreichen legte legen
erreichte erreichen wartete warten
erreichte erreichen wusste wissen
erschien erscheinen half helfen
erschien erscheinen gab geben
erschien erscheinen machte machen
erschien erscheinen suchte suchen
erschien erscheinen ergab ergeben
erwartete erwarten stand stehen
erwartete erwarten fuhr fahren
erwartete erwarten verlor verlieren
erwartete erwarten nahm nehmen
erwartete erwarten ließ lassen
erzählte erzählen entwickelte entwickeln
erzählte erzählen legte legen
erzählte erzählen fehlte fehlen
erzählte erzählen handelte handeln
erzählte erzählen interessierte interessieren
fuhr fahren machte machen
fuhr fahren glaubte glauben
fuhr fahren betraf betreffen
fuhr fahren nannte nennen
fuhr fahren hatte haben
fiel fallen konnte können
fiel fallen trug tragen
fiel fallen ließ lassen
fiel fallen entwickelte entwickeln
fiel fallen wuchs wachsen
fehlte fehlen trug tragen
fehlte fehlen verließ verlassen
fehlte fehlen machte machen
fehlte fehlen wurde werden
fehlte fehlen hieß heißen
fand finden ging gehen
fand finden erinnerte erinnern
fand finden lebte leben
fand finden entsprach entsprechen
fand finden sollte sollen
folgte folgen entsprach entsprechen
folgte folgen kannte kennen
folgte folgen schien scheinen
folgte folgen kam kommen
folgte folgen trug tragen
fragte fragen saß sitzen
fragte fragen verstand verstehen
fragte fragen zeigte zeigen
fragte fragen nutzte nutzen
fragte fragen nahm nehmen
fühlte fühlen entstand entstehen
fühlte fühlen sah sehen
fühlte fühlen entstand entstehen
fühlte fühlen glaubte glauben
fühlte fühlen schrieb schreiben
führte führen zog ziehen
führte führen entwickelte entwickeln
führte führen erzählte erzählen
führte führen fand finden
führte führen änderte ändern
gab geben verband verbinden
gab geben trug tragen
gab geben schien scheinen
gab geben war sein
gab geben bedeutete bedeuten
ging gehen änderte ändern
ging gehen schaute schauen
ging gehen erzählte erzählen
ging gehen bekam bekommen
ging gehen brachte bringen
gehörte gehören schaute schauen
gehörte gehören lief laufen
gehörte gehören wuchs wachsen
gehörte gehören las lesen
gehörte gehören setzte setzen
galt gelten hielt halten
galt gelten sprach sprechen
galt gelten führte führen
galt gelten legte legen
galt gelten erinnerte erinnern
gewann gewinnen verband verbinden
gewann gewinnen schloss schließen
gewann gewinnen stellte stellen
gewann gewinnen legte legen
gewann gewinnen erinnerte erinnern
glaubte glauben gewann gewinnen
glaubte glauben setzte setzen
glaubte glauben erinnerte erinnern
glaubte glauben spielte spielen
glaubte glauben saß sitzen
hatte haben gab geben
hatte haben half helfen
hatte haben verging vergehen
hatte haben brachte bringen
hatte haben entwickelte entwickeln
hielt halten sollte sollen
hielt halten spielte spielen
hielt halten kam kommen
hielt halten verließ verlassen
hielt halten blieb bleiben
handelte handeln lief laufen
handelte handeln arbeitete arbeiten
handelte handeln begann beginnen
handelte handeln bedeutete bedeuten
handelte handeln nannte nennen
hieß heißen interessierte interessieren
hieß heißen setzte setzen
hieß heißen gab geben
hieß heißen ergab ergeben
hieß heißen half helfen
half helfen arbeitete arbeiten
half helfen glaubte glauben
half helfen kam kommen
half helfen konnte können
half helfen fiel fallen
interessierte interessieren folgte folgen
interessierte interessieren handelte handeln
interessierte interessieren hatte haben
interessierte interessieren galt gelten
interessierte interessieren fragte fragen
kannte kennen erklärte erklären
kannte kennen trug tragen
kannte kennen lernte lernen
kannte kennen tat tun
kannte kennen schaffte schaffen
kam kommen studierte studieren
kam kommen trug tragen
kam kommen brauchte brauchen
kam kommen verband verbinden
kam kommen wohnte wohnen
konnte können erreichte erreichen
konnte können wurde werden
konnte können wuchs wachsen
konnte können verging vergehen
konnte können wuchs wachsen
ließ lassen wollte wollen
ließ lassen führte führen
ließ lassen wusste wissen
ließ lassen bestand bestehen
ließ lassen bekam bekommen
lief laufen fuhr fahren
lief laufen erzählte erzählen
lief laufen bot bieten
lief laufen blieb bleiben
lief laufen dachte denken
lebte leben zeigte zeigen
lebte leben dachte denken
lebte leben zog ziehen
lebte leben wollte wollen
lebte leben suchte suchen
legte legen hielt halten
legte legen glaubte glauben
legte legen war sein
legte legen versuchte versuchen
legte legen ließ lassen
lernte lernen fragte fragen
lernte lernen erwartete erwarten
lernte lernen ging gehen
lernte lernen tat tun
lernte lernen ließ lassen
las lesen wusste wissen
las lesen wollte wollen
las lesen wartete warten
las lesen gewann gewinnen
las lesen studierte studieren
lag liegen bildete bilden
lag liegen spielte spielen
lag liegen bildete bilden
lag liegen hieß heißen
lag liegen machte machen
machte machen schaute schauen
machte machen ging gehen
machte machen schrieb schreiben
machte machen glaubte glauben
machte machen traf treffen
meinte meinen hielt halten
meinte meinen verband verbinden
meinte meinen erklärte erklären
meinte meinen spielte spielen
meinte meinen durfte dürfen
mochte mögen zog ziehen
mochte mögen hatte haben
mochte mögen verlor verlieren
mochte mögen fuhr fahren
mochte mögen las lesen
musste müssen stand stehen
musste müssen interessierte interessieren
musste müssen gehörte gehören
musste müssen glaubte glauben
musste müssen lebte leben
nahm nehmen lag liegen
nahm nehmen verging vergehen
nahm nehmen nannte nennen
nahm nehmen arbeitete arbeiten
nahm nehmen schaffte schaffen
nannte nennen fuhr fahren
nannte nennen verging vergehen
nannte nennen fuhr fahren
nannte nennen folgte folgen
nannte nennen fand finden
nutzte nutzen erwartete erwarten
nutzte nutzen zeigte zeigen
nutzte nutzen schaute schauen
nutzte nutzen wuchs wachsen
nutzte nutzen verging vergehen
redete reden fühlte fühlen
redete reden bekam bekommen
redete reden erschien erscheinen
redete reden verglich vergleichen
redete reden dachte denken
sagte sagen hieß heißen
sagte sagen bekam bekommen
sagte sagen half helfen
sagte sagen kannte kennen
sagte sagen interessierte interessieren
schaffte schaffen brauchte brauchen
schaffte schaffen nutzte nutzen
schaffte schaffen galt gelten
schaffte schaffen tat tun
schaffte schaffen zeigte zeigen
schaute schauen fehlte fehlen
schaute schauen erschien erscheinen
schaute schauen half helfen
schaute schauen ergab ergeben
schaute schauen traf treffen
schien scheinen versuchte versuchen
schien scheinen saß sitzen
schien scheinen mochte mögen
schien scheinen bekam bekommen
schien scheinen sprach sprechen
schloss schließen half helfen
schloss schließen gehörte gehören
schloss schließen fiel fallen
schloss schließen zeigte zeigen
schloss schließen bekam bekommen
schrieb schreiben zog ziehen
schrieb schreiben führte führen
schrieb schreiben studierte studieren
schrieb schreiben ging gehen
schrieb schreiben war sein
sah sehen wuchs wachsen
sah sehen versuchte versuchen
sah sehen sprach sprechen
sah sehen zeigte zeigen
sah sehen brauchte brauchen
war sein suchte suchen
war sein fand finden
war sein erklärte erklären
war sein hatte haben
war sein führte führen
setzte setzen ging gehen
setzte setzen fiel fallen
setzte setzen fiel fallen
setzte setzen durfte dürfen
setzte setzen machte machen
saß sitzen hieß heißen
saß sitzen wusste wissen
saß sitzen erklärte erklären
saß sitzen brachte bringen
saß sitzen verglich vergleichen
sollte sollen machte machen
sollte sollen erzählte erzählen
sollte sollen zeigte zeigen
sollte sollen schaute schauen
sollte sollen fragte fragen
spielte spielen sprach sprechen
spielte spielen ließ lassen
spielte spielen lief laufen
spielte spielen sagte sagen
spielte spielen fühlte fühlen
sprach sprechen lief laufen
sprach sprechen fragte fragen
sprach sprechen lernte lernen
sprach sprechen fuhr fahren
sprach sprechen nutzte nutzen
stand stehen legte legen
stand stehen verging vergehen
stand stehen brachte bringen
stand stehen konnte können
stand stehen erhielt erhalten
stieg steigen wusste wissen
stieg steigen gab geben
stieg steigen erreichte erreichen
stieg steigen nannte nennen
stieg steigen gab geben
stellte stellen versuchte versuchen
stellte stellen arbeitete arbeiten
stellte stellen entsprach entsprechen
stellte stellen wohnte wohnen
stellte stellen wurde werden
studierte studieren bot bieten
studierte studieren verging vergehen
studierte studieren erinnerte erinnern
studierte studieren stellte stellen
studierte studieren zog ziehen
suchte suchen führte führen
suchte suchen wusste wissen
suchte suchen wusste wissen
suchte suchen bekam bekommen
suchte suchen fragte fragen
trug tragen erinnerte erinnern
trug tragen hielt halten
trug tragen machte machen
trug tragen fiel fallen
trug tragen galt gelten
traf treffen betraf betreffen
traf treffen fuhr fahren
traf treffen erzählte erzählen
traf treffen nutzte nutzen
traf treffen kam kommen
tat tun war sein
tat tun wohnte wohnen
tat tun schaute schauen
tat tun wusste wissen
tat tun erklärte erklären
verband verbinden zeigte zeigen
verband verbinden betraf betreffen
verband verbinden verging vergehen
verband verbinden wuchs wachsen
verband verbinden ließ lassen
verging vergehen ergab ergeben
verging vergehen erklärte erklären
verging vergehen wollte wollen
verging vergehen handelte handeln
verging vergehen verband verbinden
verglich vergleichen entstand entstehen
verglich vergleichen fand finden
verglich vergleichen dachte denken
verglich vergleichen erschien erscheinen
verglich vergleichen wuchs wachsen
verließ verlassen brachte bringen
verließ verlassen traf treffen
verließ verlassen war sein
verließ verlassen ging gehen
verließ verlassen legte legen
verlor verlieren bestand bestehen
verlor verlieren sollte sollen
verlor verlieren änderte ändern
verlor verlieren war sein
verlor verlieren sagte sagen
verstand verstehen erschien erscheinen
verstand verstehen hatte haben
verstand verstehen brauchte brauchen
verstand verstehen stieg steigen
verstand verstehen gab geben
versuchte versuchen suchte suchen
versuchte versuchen schaffte schaffen
versuchte versuchen erreichte erreichen
versuchte versuchen fragte fragen
versuchte versuchen dachte denken
wuchs wachsen konnte können
wuchs wachsen stand stehen
wuchs wachsen konnte können
wuchs wachsen versuchte versuchen
wuchs wachsen mochte mögen
wartete warten suchte suchen
wartete warten erhielt erhalten
wartete warten handelte handeln
wartete warten fehlte fehlen
wartete warten fuhr fahren
wurde werden wusste wissen
wurde werden sagte sagen
wurde werden hatte haben
wurde werden entwickelte entwickeln
wurde werden verging vergehen
wusste wissen handelte handeln
wusste wissen hatte haben
wusste wissen blieb bleiben
wusste wissen stieg steigen
wusste wissen handelte handeln
wohnte wohnen sprach sprechen
wohnte wohnen fand finden
wohnte wohnen zog ziehen
wohnte wohnen gehörte gehören
wohnte wohnen durfte dürfen
wollte wollen schrieb schreiben
wollte wollen schloss schließen
wollte wollen ließ lassen
wollte wollen sollte sollen
wollte wollen wurde werden
zeigte zeigen ging gehen
zeigte zeigen sagte sagen
zeigte zeigen stand stehen
zeigte zeigen lief laufen
zeigte zeigen sagte sagen
zog ziehen musste müssen
zog ziehen konnte können
zog ziehen erschien erscheinen
zog ziehen erreichte erreichen
zog ziehen gab geben
: Verben (Präteritum): INF/3PV
ändern änderten scheinen schienen
ändern änderten machen machten
ändern änderten entsprechen entsprachen
ändern änderten machen machten
ändern änderten bleiben blieben
arbeiten arbeiteten stehen standen
arbeiten arbeiteten erreichen erreichten
arbeiten arbeiteten gelten galten
arbeiten arbeiteten meinen meinten
arbeiten arbeiteten erinnern erinnerten
bedeuten bedeuteten reden redeten
bedeuten bedeuteten scheinen schienen
bedeuten bedeuteten nutzen nutzten
bedeuten bedeuteten gehen gingen
bedeuten bedeuteten beginnen begannen
beginnen begannen werden wurden
beginnen begannen entwickeln entwickelten
beginnen begannen interessieren interessierten
beginnen begannen sprechen sprachen
beginnen begannen suchen suchten
bekommen bekamen dürfen durften
bekommen bekamen erreichen erreichten
bekommen bekamen schreiben schrieben
bekommen bekamen verlieren verloren
bekommen bekamen handeln handelten
bestehen bestanden erreichen erreichten
bestehen bestanden setzen setzten
bestehen bestanden nutzen nutzten
bestehen bestanden bleiben blieben
bestehen bestanden nehmen nahmen
betreffen betrafen arbeiten arbeiteten
betreffen betrafen fahren fuhren
betreffen betrafen stellen stellten
betreffen betrafen lassen ließen
betreffen betrafen arbeiten arbeiteten
bieten boten tun taten
bieten boten meinen meinten
bieten boten heißen hießen
bieten boten vergleichen verglichen
bieten boten sollen sollten
bilden bildeten ändern änderten
bilden bildeten fehlen fehlten
bilden bildeten verlassen verließen
bilden bildeten entstehen entstanden
bilden bildeten sehen sahen
bleiben blieben brauchen brauchten
bleiben blieben gehen gingen
bleiben blieben verstehen verstanden
bleiben blieben mögen mochten
bleiben blieben legen legten
brauchen brauchten erzählen erzählten
brauchen brauchten sagen sagten
brauchen brauchten schaffen schafften
brauchen brauchten erinnern erinnerten
brauchen brauchten gehen gingen
bringen brachten tun taten
bringen brachten bekommen bekamen
bringen brachten lesen lasen
bringen brachten versuchen versuchten
bringen brachten wohnen wohnten
denken dachten führen führten
denken dachten folgen folgten
denken dachten sein waren
denken dachten bestehen bestanden
denken dachten entsprechen entsprachen
dürfen durften scheinen schienen
dürfen durften handeln handelten
dürfen durften erreichen erreichten
dürfen durften legen legten
dürfen durften bleiben blieben
entsprechen entsprachen verlassen verließen
entsprechen entsprachen sprechen sprachen
entsprechen entsprachen nehmen nahmen
entsprechen entsprachen vergehen vergingen
entsprechen entsprachen erwarten erwarteten
entstehen entstanden handeln handelten
entstehen entstanden ändern änderten
entstehen entstanden spielen spielten
entstehen entstanden sprechen sprachen
entstehen entstanden werden wurden
entwickeln entwickelten machen machten
entwickeln entwickelten treffen trafen
entwickeln entwickelten erhalten erhielten
entwickeln entwickelten verlieren verloren
entwickeln entwickelten gehören gehörten
ergeben ergaben versuchen versuchten
ergeben ergaben entstehen entstanden
ergeben ergaben bekommen bekamen
ergeben ergaben erklären erklärten
ergeben ergaben geben gaben
erhalten erhielten werden wurden
erhalten erhielten legen legten
erhalten erhielten wollen wollten
erhalten erhielten verlieren verloren
erhalten erhielten sagen sagten
erinnern erinnerten beginnen begannen
erinnern erinnerten schreiben schrieben
erinnern erinnerten ziehen zogen
erinnern erinnerten liegen lagen
erinnern erinnerten wissen wussten
erkennen erkannten schauen schauten
erkennen erkannten treffen trafen
erkennen erkannten laufen liefen
erkennen erkannten gehen gingen
erkennen erkannten sehen sahen
erklären erklärten legen legten
erklären erklärten fühlen fühlten
erklären erklärten schaffen schafften
erklären erklärten meinen meinten
erklären erklärten studieren studierten
erreichen erreichten ergeben ergaben
erreichen erreichten nehmen nahmen
erreichen erreichten werden wurden
erreichen erreichten entsprechen entsprachen
erreichen erreichten vergleichen verglichen
erscheinen erschienen erhalten erhielten
erscheinen erschienen erwarten erwarteten
erscheinen erschienen legen legten
erscheinen erschienen beginnen begannen
erscheinen erschienen stehen standen
erwarten erwarteten interessieren interessierten
erwarten erwarteten stellen stellten
erwarten erwarteten ändern änderten
erwarten erwarteten nehmen nahmen
erwarten erwarteten wachsen wuchsen
erzählen erzählten kommen kamen
erzählen erzählten gehen gingen
erzählen erzählten erscheinen erschienen
erzählen erzählten gehen gingen
erzählen erzählten sein waren
fahren fuhren ergeben ergaben
fahren fuhren versuchen versuchten
fahren fuhren glauben glaubten
fahren fuhren erklären erklärten
fahren fuhren erscheinen erschienen
fallen fielen erwarten erwarteten
fallen fielen betreffen betrafen
fallen fielen studieren studierten
fallen fielen erzählen erzählten
fallen fielen erhalten erhielten
fehlen fehlten vergehen vergingen
fehlen fehlten erhalten erhielten
fehlen fehlten tun taten
fehlen fehlten sehen sahen
fehlen fehlten bringen brachten
finden fanden schauen schauten
finden fanden schreiben schrieben
finden fanden nehmen nahmen
finden fanden stellen stellten
finden fanden sagen sagten
folgen folgten kommen kamen
folgen folgten steigen stiegen
folgen folgten helfen halfen
folgen folgten heißen hießen
folgen folgten gelten galten
fragen fragten arbeiten arbeiteten
fragen fragten bieten boten
fragen fragten zeigen zeigten
fragen fragten bedeuten bedeuteten
fragen fragten heißen hießen
fühlen fühlten scheinen schienen
fühlen fühlten tun taten
fühlen fühlten spielen spielten
fühlen fühlten fragen fragten
fühlen fühlten suchen suchten
führen führten erreichen erreichten
führen führten entstehen entstanden
führen führten bieten boten
führen führten tragen trugen
führen führten vergehen vergingen
geben gaben fahren fuhren
geben gaben helfen halfen
geben gaben fehlen fehlten
geben gaben erklären erklärten
geben gaben schauen schauten
gehen gingen bieten boten
gehen gingen handeln handelten
gehen gingen arbeiten arbeiteten
gehen gingen erreichen erreichten
gehen gingen bestehen bestanden
gehören gehörten steigen stiegen
gehören gehörten verstehen verstanden
gehören gehörten ändern änderten
gehören gehörten scheinen schienen
gehören gehörten fallen fielen
gelten galten bekommen bekamen
gelten galten erkennen erkannten
gelten galten fragen fragten
gelten galten laufen liefen
gelten galten gewinnen gewannen
gewinnen gewannen laufen liefen
gewinnen gewannen legen legten
gewinnen gewannen entwickeln entwickelten
gewinnen gewannen bestehen bestanden
gewinnen gewannen handeln handelten
glauben glaubten erinnern erinnerten
glauben glaubten entwickeln entwickelten
glauben glaubten beginnen begannen
glauben glaubten nutzen nutzten
glauben glaubten erkennen erkannten
haben hatten betreffen betrafen
haben hatten erklären erklärten
haben hatten fahren fuhren
haben hatten kennen kannten
haben hatten erwarten erwarteten
halten hielten können konnten
halten hielten ändern änderten
halten hielten brauchen brauchten
halten hielten legen legten
halten hielten helfen halfen
handeln handelten entwickeln entwickelten
handeln handelten sollen sollten
handeln handelten betreffen betrafen
handeln handelten bedeuten bedeuteten
handeln handelten versuchen versuchten
heißen hießen setzen setzten
heißen hießen lesen lasen
heißen hießen werden wurden
heißen hießen bedeuten bedeuteten
heißen hießen verlieren verloren
helfen halfen schaffen schafften
helfen halfen verlassen verließen
helfen halfen fragen fragten
helfen halfen lassen ließen
helfen halfen beginnen begannen
interessieren interessierten mögen mochten
interessieren interessierten glauben glaubten
interessieren interessierten mögen mochten
interessieren interessierten legen legten
interessieren interessierten scheinen schienen
kennen kannten warten warteten
kennen kannten sehen sahen
kennen kannten halten hielten
kennen kannten ändern änderten
kennen kannten fahren fuhren
kommen kamen können konnten
kommen kamen warten warteten
kommen kamen verstehen verstanden
kommen kamen stellen stellten
kommen kamen verlieren verloren
können konnten bilden bildeten
können konnten vergehen vergingen
können konnten ziehen zogen
können konnten erhalten erhielten
können konnten setzen setzten
lassen ließen kommen kamen
lassen ließen erzählen erzählten
lassen ließen sagen sagten
lassen ließen betreffen betrafen
lassen ließen fahren fuhren
laufen liefen finden fanden
laufen liefen studieren studierten
laufen liefen zeigen zeigten
laufen liefen spielen spielten
laufen liefen denken dachten
leben lebten erwarten erwarteten
leben lebten kommen kamen
leben lebten verlieren verloren
leben lebten sitzen saßen
leben lebten studieren studierten
legen legten erhalten erhielten
legen legten erinnern erinnerten
legen legten lassen ließen
legen legten stehen standen
legen legten gewinnen gewannen
lernen lernten erkennen erkannten
lernen lernten verstehen verstanden
lernen lernten sollen sollten
lernen lernten schreiben schrieben
lernen lernten wollen wollten
lesen lasen nennen nannten
lesen lasen bringen brachten
lesen lasen stellen stellten
lesen lasen ergeben ergaben
lesen lasen ergeben ergaben
liegen lagen denken dachten
liegen lagen verlieren verloren
liegen lagen bieten boten
liegen lagen schreiben schrieben
liegen lagen betreffen betrafen
machen machten beginnen begannen
machen machten zeigen zeigten
machen machten bekommen bekamen
machen machten handeln handelten
machen machten fahren fuhren
meinen meinten ziehen zogen
meinen meinten glauben glaubten
meinen meinten erhalten erhielten
meinen meinten wachsen wuchsen
meinen meinten erinnern erinnerten
mögen mochten ändern änderten
mögen mochten betreffen betrafen
mögen mochten kommen kamen
mögen mochten gewinnen gewannen
mögen mochten laufen liefen
müssen mussten kennen kannten
müssen mussten sitzen saßen
müssen mussten sollen sollten
müssen mussten fühlen fühlten
müssen mussten verstehen verstanden
nehmen nahmen sagen sagten
nehmen nahmen verlieren verloren
nehmen nahmen liegen lagen
nehmen nahmen sein waren
nehmen nahmen scheinen schienen
nennen nannten schaffen schafften
nennen nannten versuchen versuchten
nennen nannten erzählen erzählten
nennen nannten machen machten
nennen nannten bilden bildeten
nutzen nutzten erklären erklärten
nutzen nutzten tragen trugen
nutzen nutzten sehen sahen
nutzen nutzten legen legten
nutzen nutzten bilden bildeten
reden redeten führen führten
reden redeten machen machten
reden redeten kommen kamen
reden redeten betreffen betrafen
reden redeten legen legten
sagen sagten dürfen durften
sagen sagten stellen stellten
sagen sagten legen legten
sagen sagten helfen halfen
sagen sagten setzen setzten
schaffen schafften studieren studierten
schaffen schafften ziehen zogen
schaffen schafften erkennen erkannten
schaffen schafften mögen mochten
schaffen schafften wachsen wuchsen
schauen schauten sitzen saßen
schauen schauten sehen sahen
schauen schauten setzen setzten
schauen schauten meinen meinten
schauen schauten handeln handelten
scheinen schienen beginnen begannen
scheinen schienen mögen mochten
scheinen schienen bringen brachten
scheinen schienen bestehen bestanden
scheinen schienen sprechen sprachen
schließen schlossen beginnen begannen
schließen schlossen versuchen versuchten
schließen schlossen mögen mochten
schließen schlossen fahren fuhren
schließen schlossen verstehen verstanden
schreiben schrieben sagen sagten
schreiben schrieben gewinnen gewannen
schreiben schrieben bedeuten bedeuteten
schreiben schrieben wohnen wohnten
schreiben schrieben bleiben blieben
sehen sahen gehören gehörten
sehen sahen ändern änderten
sehen sahen bieten boten
sehen sahen machen machten
sehen sahen schreiben schrieben
sein waren wollen wollten
sein waren wachsen wuchsen
sein waren bilden bildeten
sein waren fallen fielen
sein waren nehmen nahmen
setzen setzten folgen folgten
setzen setzten schauen schauten
setzen setzten gelten galten
setzen setzten bringen brachten
setzen setzten kennen kannten
sitzen saßen zeigen zeigten
sitzen saßen vergleichen verglichen
sitzen saßen wohnen wohnten
sitzen saßen machen machten
sitzen saßen nehmen nahmen
sollen sollten wollen wollten
sollen sollten erklären erklärten
sollen sollten meinen meinten
sollen sollten glauben glaubten
sollen sollten scheinen schienen
spielen spielten fehlen fehlten
spielen spielten kennen kannten
spielen spielten entstehen entstanden
spielen spielten brauchen brauchten
spielen spielten mögen mochten
sprechen sprachen geben gaben
sprechen sprachen sagen sagten
sprechen sprachen liegen lagen
sprechen sprachen reden redeten
sprechen sprachen werden wurden
stehen standen lassen ließen
stehen standen erinnern erinnerten
stehen standen sagen sagten
stehen standen zeigen zeigten
stehen standen warten warteten
steigen stiegen ziehen zogen
steigen stiegen machen machten
steigen stiegen leben lebten
steigen stiegen erklären erklärten
steigen stiegen erkennen erkannten
stellen stellten haben hatten
stellen stellten wollen wollten
stellen stellten bieten boten
stellen stellten bekommen bekamen
stellen stellten lernen lernten
studieren studierten gehen gingen
studieren studierten erwarten erwarteten
studieren studierten fragen fragten
studieren studierten vergleichen verglichen
studieren studierten heißen hießen
suchen suchten sehen sahen
suchen suchten tun taten
suchen suchten mögen mochten
suchen suchten erhalten erhielten
suchen suchten erklären erklärten
tragen trugen erzählen erzählten
tragen trugen wohnen wohnten
tragen trugen leben lebten
tragen trugen vergehen vergingen
tragen trugen gelten galten
treffen trafen verbinden verbanden
treffen trafen scheinen schienen
treffen trafen versuchen versuchten
treffen trafen wachsen wuchsen
treffen trafen interessieren interessierten
tun taten entstehen entstanden
tun taten betreffen betrafen
tun taten betreffen betrafen
tun taten geben gaben
tun taten schauen schauten
verbinden verbanden studieren studierten
verbinden verbanden legen legten
verbinden verbanden schließen schlossen
verbinden verbanden verstehen verstanden
verbinden verbanden sein waren
vergehen vergingen führen führten
vergehen vergingen fehlen fehlten
vergehen vergingen mögen mochten
vergehen vergingen betreffen betrafen
vergehen vergingen dürfen durften
vergleichen verglichen laufen liefen
vergleichen verglichen tragen trugen
vergleichen verglichen verbinden verbanden
vergleichen verglichen verstehen verstanden
vergleichen verglichen meinen meinten
verlassen verließen ergeben ergaben
verlassen verließen studieren studierten
verlassen verließen bedeuten bedeuteten
