: Nomen: SI/PL
zeigte zeigen lag liegen
zeigte zeigen stand stehen
zeigte zeigen änderte ändern
zeigte zeigen legte legen
zog ziehen schien scheinen
zog ziehen dachte denken
zog ziehen schien scheinen
zog ziehen lief laufen
zog ziehen setzte setzen
: Verben (Präteritum): INF/3PV
ändern änderten ziehen zogen
ändern änderten stehen standen
ändern änderten scheinen schienen
ändern änderten verbinden verbanden
ändern änderten wollen wollten
arbeiten arbeiteten nennen nannten
arbeiten arbeiteten vergleichen verglichen
arbeiten arbeiteten versuchen versuchten
arbeiten arbeiteten sitzen saßen
arbeiten arbeiteten dürfen durften
bedeuten bedeuteten fallen fielen
bedeuten bedeuteten lassen ließen
bedeuten bedeuteten verstehen verstanden
bedeuten bedeuteten liegen lagen
bedeuten bedeuteten erinnern erinnerten
beginnen begannen stellen stellten
beginnen begannen reden redeten
beginnen begannen bestehen bestanden
beginnen begannen steigen stiegen
beginnen begannen betreffen betrafen
bekommen bekamen sagen sagten
bekommen bekamen helfen halfen
bekommen bekamen finden fanden
bekommen bekamen erwarten erwarteten
bekommen bekamen erzählen erzählten
bestehen bestanden denken dachten
bestehen bestanden bieten boten
bestehen bestanden werden wurden
bestehen bestanden bedeuten bedeuteten
bestehen bestanden laufen liefen
betreffen betrafen gehören gehörten
betreffen betrafen verlieren verloren
betreffen betrafen lesen lasen
betreffen betrafen tragen trugen
betreffen betrafen sitzen saßen
bieten boten kommen kamen
bieten boten wissen wussten
bieten boten interessieren interessierten
bieten boten kennen kannten
bieten boten kommen kamen
bilden bildeten nutzen nutzten
bilden bildeten ziehen zogen
bilden bildeten wollen wollten
bilden bildeten ziehen zogen
bilden bildeten versuchen versuchten
bleiben blieben stehen standen
bleiben blieben spielen spielten
bleiben blieben nehmen nahmen
bleiben blieben arbeiten arbeiteten
bleiben blieben haben hatten
brauchen brauchten verlassen verließen
brauchen brauchten entstehen entstanden
brauchen brauchten verlassen verließen
brauchen brauchten vergehen vergingen
brauchen brauchten sitzen saßen
bringen brachten stellen stellten
bringen brachten versuchen versuchten
bringen brachten verlassen verließen
bringen brachten nehmen nahmen
bringen brachten entwickeln entwickelten
denken dachten entwickeln entwickelten
denken dachten glauben glaubten
denken dachten schließen schlossen
denken dachten bekommen bekamen
denken dachten sehen sahen
dürfen durften handeln handelten
dürfen durften liegen lagen
dürfen durften heißen hießen
dürfen durften leben lebten
dürfen durften legen legten
entsprechen entsprachen lassen ließen
entsprechen entsprachen geben gaben
entsprechen entsprachen interessieren interessierten
entsprechen entsprachen kommen kamen
entsprechen entsprachen sitzen saßen
entstehen entstanden fehlen fehlten
entstehen entstanden glauben glaubten
entstehen entstanden schaffen schafften
entstehen entstanden leben lebten
entstehen entstanden bekommen bekamen
entwickeln entwickelten warten warteten
entwickeln entwickelten lesen lasen
entwickeln entwickelten lassen ließen
entwickeln entwickelten sitzen saßen
entwickeln entwickelten wohnen wohnten
ergeben ergaben wollen wollten
ergeben ergaben bringen brachten
ergeben ergaben heißen hießen
ergeben ergaben verstehen verstanden
ergeben ergaben verlieren verloren
erhalten erhielten müssen mussten
erhalten erhielten verlieren verloren
erhalten erhielten zeigen zeigten
erhalten erhielten scheinen schienen
erhalten erhielten lernen lernten
erinnern erinnerten sollen sollten
erinnern erinnerten sein waren
erinnern erinnerten geben gaben
erinnern erinnerten sagen sagten
erinnern erinnerten machen machten
erkennen erkannten verbinden verbanden
erkennen erkannten wachsen wuchsen
erkennen erkannten dürfen durften
erkennen erkannten gelten galten
erkennen erkannten erklären erklärten
erklären erklärten scheinen schienen
erklären erklärten schreiben schrieben
erklären erklärten bringen brachten
erklären erklärten entwickeln entwickelten
erklären erklärten halten hielten
erreichen erreichten setzen setzten
erreichen erreichten beginnen begannen
erreichen erreichten können konnten
erreichen erreichten schreiben schrieben
erreichen erreichten schaffen schafften
erscheinen erschienen lernen lernten
erscheinen erschienen haben hatten
erscheinen erschienen legen legten
erscheinen erschienen vergehen vergingen
erscheinen erschienen schauen schauten
erwarten erwarteten tun taten
erwarten erwarteten halten hielten
erwarten erwarteten nehmen nahmen
erwarten erwarteten brauchen brauchten
erwarten erwarteten verlassen verließen
erzählen erzählten stellen stellten
erzählen erzählten wollen wollten
erzählen erzählten liegen lagen
erzählen erzählten vergehen vergingen
erzählen erzählten fahren fuhren
fahren fuhren lernen lernten
fahren fuhren tragen trugen
fahren fuhren entsprechen entsprachen
fahren fuhren brauchen brauchten
fahren fuhren bringen brachten
fallen fielen gehören gehörten
fallen fielen helfen halfen
fallen fielen treffen trafen
fallen fielen entsprechen entsprachen
fallen fielen beginnen begannen
fehlen fehlten schaffen schafften
fehlen fehlten steigen stiegen
fehlen fehlten gelten galten
fehlen fehlten brauchen brauchten
fehlen fehlten stellen stellten
finden fanden studieren studierten
finden fanden kennen kannten
finden fanden vergleichen verglichen
finden fanden scheinen schienen
finden fanden sein waren
folgen folgten halten hielten
folgen folgten tun taten
folgen folgten entsprechen entsprachen
folgen folgten tragen trugen
folgen folgten scheinen schienen
fragen fragten nutzen nutzten
fragen fragten helfen halfen
fragen fragten schließen schlossen
fragen fragten sprechen sprachen
fragen fragten verbinden verbanden
fühlen fühlten heißen hießen
fühlen fühlten finden fanden
fühlen fühlten mögen mochten
fühlen fühlten heißen hießen
fühlen fühlten kommen kamen
führen führten fallen fielen
führen führten helfen halfen
führen führten legen legten
führen führten ergeben ergaben
führen führten stehen standen
geben gaben handeln handelten
geben gaben beginnen begannen
geben gaben tun taten
geben gaben entsprechen entsprachen
geben gaben liegen lagen
gehen gingen spielen spielten
gehen gingen sollen sollten
gehen gingen tun taten
gehen gingen gewinnen gewannen
gehen gingen beginnen begannen
gehören gehörten entwickeln entwickelten
gehören gehörten tun taten
gehören gehörten ändern änderten
gehören gehörten legen legten
gehören gehörten denken dachten
gelten galten laufen liefen
gelten galten entstehen entstanden
gelten galten erscheinen erschienen
gelten galten gehen gingen
gelten galten versuchen versuchten
gewinnen gewannen fehlen fehlten
gewinnen gewannen sehen sahen
gewinnen gewannen wollen wollten
gewinnen gewannen erkennen erkannten
gewinnen gewannen vergehen vergingen
glauben glaubten bilden bildeten
glauben glaubten fahren fuhren
glauben glaubten vergleichen verglichen
glauben glaubten liegen lagen
glauben glaubten führen führten
haben hatten erhalten erhielten
haben hatten nutzen nutzten
haben hatten verlieren verloren
haben hatten erhalten erhielten
haben hatten können konnten
halten hielten finden fanden
halten hielten glauben glaubten
halten hielten verstehen verstanden
halten hielten versuchen versuchten
halten hielten legen legten
handeln handelten scheinen schienen
handeln handelten denken dachten
handeln handelten lernen lernten
handeln handelten ziehen zogen
handeln handelten stellen stellten
heißen hießen bleiben blieben
heißen hießen wohnen wohnten
heißen hießen folgen folgten
heißen hießen sehen sahen
heißen hießen spielen spielten
helfen halfen fühlen fühlten
helfen halfen spielen spielten
helfen halfen verlassen verließen
helfen halfen kennen kannten
helfen halfen ergeben ergaben
interessieren interessierten verlieren verloren
interessieren interessierten erreichen erreichten
interessieren interessierten scheinen schienen
interessieren interessierten haben hatten
interessieren interessierten suchen suchten
kennen kannten sehen sahen
kennen kannten scheinen schienen
kennen kannten fahren fuhren
kennen kannten reden redeten
kennen kannten warten warteten
kommen kamen entstehen entstanden
kommen kamen sollen sollten
kommen kamen nutzen nutzten
kommen kamen heißen hießen
kommen kamen nutzen nutzten
können konnten treffen trafen
können konnten spielen spielten
können konnten meinen meinten
können konnten beginnen begannen
können konnten mögen mochten
lassen ließen wohnen wohnten
lassen ließen treffen trafen
lassen ließen studieren studierten
lassen ließen haben hatten
lassen ließen nutzen nutzten
laufen liefen treffen trafen
laufen liefen tun taten
laufen liefen schaffen schafften
laufen liefen glauben glaubten
laufen liefen sollen sollten
leben lebten meinen meinten
leben lebten mögen mochten
leben lebten müssen mussten
leben lebten stellen stellten
leben lebten suchen suchten
legen legten verlassen verließen
legen legten bedeuten bedeuteten
legen legten wohnen wohnten
legen legten tragen trugen
legen legten schließen schlossen
lernen lernten halten hielten
lernen lernten bleiben blieben
lernen lernten setzen setzten
lernen lernten suchen suchten
lernen lernten kommen kamen
lesen lasen erreichen erreichten
lesen lasen zeigen zeigten
lesen lasen verlieren verloren
lesen lasen nennen nannten
lesen lasen dürfen durften
liegen lagen schauen schauten
liegen lagen dürfen durften
liegen lagen bringen brachten
liegen lagen meinen meinten
liegen lagen denken dachten
machen machten gelten galten
machen machten fragen fragten
machen machten dürfen durften
machen machten treffen trafen
machen machten halten hielten
meinen meinten sehen sahen
meinen meinten sitzen saßen
meinen meinten lesen lasen
meinen meinten sitzen saßen
meinen meinten wachsen wuchsen
mögen mochten entsprechen entsprachen
mögen mochten erhalten erhielten
mögen mochten meinen meinten
mögen mochten folgen folgten
mögen mochten ändern änderten
müssen mussten verbinden verbanden
müssen mussten bieten boten
müssen mussten bleiben blieben
müssen mussten ergeben ergaben
müssen mussten glauben glaubten
nehmen nahmen schreiben schrieben
nehmen nahmen lesen lasen
nehmen nahmen erzählen erzählten
nehmen nahmen fahren fuhren
nehmen nahmen warten warteten
nennen nannten zeigen zeigten
nennen nannten schauen schauten
nennen nannten arbeiten arbeiteten
nennen nannten erzählen erzählten
nennen nannten gehören gehörten
nutzen nutzten scheinen schienen
nutzen nutzten wachsen wuchsen
nutzen nutzten schließen schlossen
nutzen nutzten meinen meinten
nutzen nutzten erreichen erreichten
reden redeten nennen nannten
reden redeten studieren studierten
reden redeten wachsen wuchsen
reden redeten geben gaben
reden redeten schließen schlossen
sagen sagten fehlen fehlten
sagen sagten sitzen saßen
sagen sagten wollen wollten
sagen sagten sitzen saßen
sagen sagten ändern änderten
schaffen schafften verbinden verbanden
schaffen schafften stellen stellten
schaffen schafften verlieren verloren
schaffen schafften wachsen wuchsen
schaffen schafften erinnern erinnerten
schauen schauten nehmen nahmen
schauen schauten laufen liefen
schauen schauten nennen nannten
schauen schauten schaffen schafften
schauen schauten lesen lasen
scheinen schienen bekommen bekamen
scheinen schienen stehen standen
scheinen schienen bieten boten
scheinen schienen tragen trugen
scheinen schienen nehmen nahmen
schließen schlossen erklären erklärten
schließen schlossen gelten galten
schließen schlossen kennen kannten
schließen schlossen führen führten
schließen schlossen erreichen erreichten
schreiben schrieben verstehen verstanden
schreiben schrieben erscheinen erschienen
schreiben schrieben müssen mussten
schreiben schrieben erwarten erwarteten
schreiben schrieben beginnen begannen
sehen sahen nehmen nahmen
sehen sahen verlassen verließen
sehen sahen gelten galten
sehen sahen bieten boten
sehen sahen fahren fuhren
sein waren kommen kamen
sein waren spielen spielten
sein waren sprechen sprachen
sein waren sollen sollten
sein waren verlassen verließen
setzen setzten erklären erklärten
setzen setzten kommen kamen
setzen setzten schreiben schrieben
setzen setzten entstehen entstanden
setzen setzten studieren studierten
sitzen saßen vergehen vergingen
sitzen saßen sollen sollten
sitzen saßen verbinden verbanden
sitzen saßen bringen brachten
sitzen saßen fallen fielen
sollen sollten zeigen zeigten
sollen sollten bekommen bekamen
sollen sollten legen legten
sollen sollten bedeuten bedeuteten
sollen sollten entwickeln entwickelten
spielen spielten lernen lernten
spielen spielten vergleichen verglichen
spielen spielten setzen setzten
spielen spielten sprechen sprachen
spielen spielten haben hatten
sprechen sprachen interessieren interessierten
sprechen sprachen warten warteten
sprechen sprachen steigen stiegen
sprechen sprachen schaffen schafften
sprechen sprachen beginnen begannen
stehen standen erreichen erreichten
stehen standen verbinden verbanden
stehen standen führen führten
stehen standen glauben glaubten
stehen standen wollen wollten
steigen stiegen stellen stellten
steigen stiegen fehlen fehlten
steigen stiegen verstehen verstanden
steigen stiegen lassen ließen
steigen stiegen nennen nannten
stellen stellten wachsen wuchsen
stellen stellten kennen kannten
stellen stellten warten warteten
stellen stellten versuchen versuchten
stellen stellten schreiben schrieben
studieren studierten mögen mochten
studieren studierten sagen sagten
studieren studierten verbinden verbanden
studieren studierten fühlen fühlten
studieren studierten verstehen verstanden
suchen suchten bringen brachten
suchen suchten ergeben ergaben
suchen suchten stellen stellten
suchen suchten bieten boten
suchen suchten lesen lasen
tragen trugen erwarten erwarteten
tragen trugen sehen sahen
tragen trugen kommen kamen
tragen trugen erwarten erwarteten
tragen trugen verstehen verstanden
treffen trafen bieten boten
treffen trafen suchen suchten
treffen trafen heißen hießen
treffen trafen tun taten
treffen trafen suchen suchten
tun taten nennen nannten
tun taten sagen sagten
tun taten müssen mussten
tun taten bleiben blieben
tun taten kennen kannten
verbinden verbanden dürfen durften
verbinden verbanden fragen fragten
verbinden verbanden schreiben schrieben
verbinden verbanden ergeben ergaben
verbinden verbanden treffen trafen
vergehen vergingen müssen mussten
vergehen vergingen zeigen zeigten
vergehen vergingen wachsen wuchsen
vergehen vergingen erreichen erreichten
vergehen vergingen handeln handelten
vergleichen verglichen wissen wussten
vergleichen verglichen lernen lernten
vergleichen verglichen erwarten erwarteten
vergleichen verglichen sollen sollten
vergleichen verglichen finden fanden
verlassen verließen studieren studierten
verlassen verließen müssen mussten
verlassen verließen denken dachten
verlassen verließen erscheinen erschienen
verlassen verließen legen legten
verlieren verloren interessieren interessierten
verlieren verloren gehen gingen
verlieren verloren stellen stellten
verlieren verloren lassen ließen
verlieren verloren legen legten
verstehen verstanden lernen lernten
verstehen verstanden fahren fuhren
verstehen verstanden reden redeten
verstehen verstanden fehlen fehlten
verstehen verstanden müssen mussten
versuchen versuchten steigen stiegen
versuchen versuchten führen führten
versuchen versuchten bringen brachten
versuchen versuchten halten hielten
versuchen versuchten fahren fuhren
wachsen wuchsen folgen folgten
wachsen wuchsen fragen fragten
wachsen wuchsen heißen hießen
wachsen wuchsen bieten boten
wachsen wuchsen vergleichen verglichen
warten warteten erhalten erhielten
warten warteten geben gaben
warten warteten verstehen verstanden
warten warteten vergehen vergingen
warten warteten entsprechen entsprachen
werden wurden halten hielten
werden wurden erinnern erinnerten
werden wurden gewinnen gewannen
werden wurden sagen sagten
werden wurden kennen kannten
wissen wussten entstehen entstanden
wissen wussten gewinnen gewannen
wissen wussten wachsen wuchsen
wissen wussten stellen stellten
wissen wussten interessieren interessierten
wohnen wohnten stehen standen
wohnen wohnten liegen lagen
wohnen wohnten glauben glaubten
wohnen wohnten entstehen entstanden
wohnen wohnten treffen trafen
wollen wollten halten hielten
wollen wollten erreichen erreichten
wollen wollten erklären erklärten
wollen wollten heißen hießen
wollen wollten wissen wussten
zeigen zeigten lassen ließen
zeigen zeigten mögen mochten
zeigen zeigten treffen trafen
zeigen zeigten verlassen verließen
zeigen zeigten studieren studierten
ziehen zogen bekommen bekamen
ziehen zogen dürfen durften
ziehen zogen spielen spielten
ziehen zogen wohnen wohnten
ziehen zogen stellen stellten
: Verben (Präteritum): 3PV/INF
änderten ändern standen stehen
änderten ändern warteten warten
änderten ändern bedeuteten bedeuten
änderten ändern erhielten erhalten
änderten ändern erinnerten erinnern
arbeiteten arbeiten erzählten erzählen
arbeiteten arbeiten waren sein
arbeiteten arbeiten hießen heißen
arbeiteten arbeiten lernten lernen
arbeiteten arbeiten verstanden verstehen
bedeuteten bedeuten lernten lernen
bedeuteten bedeuten erhielten erhalten
bedeuteten bedeuten vergingen vergehen
bedeuteten bedeuten erhielten erhalten
bedeuteten bedeuten bildeten bilden
begannen beginnen erklärten erklären
begannen beginnen fanden finden
begannen beginnen entstanden entstehen
begannen beginnen hatten haben
begannen beginnen ergaben ergeben
bekamen bekommen änderten ändern
bekamen bekommen waren sein
bekamen bekommen stiegen steigen
bekamen bekommen begannen beginnen
bekamen bekommen schienen scheinen
bestanden bestehen blieben bleiben
bestanden bestehen spielten spielen
bestanden bestehen suchten suchen
bestanden bestehen machten machen
bestanden bestehen erklärten erklären
betrafen betreffen entstanden entstehen
betrafen betreffen galten gelten
betrafen betreffen warteten warten
betrafen betreffen lernten lernen
betrafen betreffen legten legen
boten bieten hatten haben
boten bieten standen stehen
boten bieten machten machen
boten bieten erwarteten erwarten
boten bieten legten legen
bildeten bilden verglichen vergleichen
bildeten bilden gingen gehen
bildeten bilden gewannen gewinnen
bildeten bilden verloren verlieren
bildeten bilden wohnten wohnen
blieben bleiben sollten sollen
blieben bleiben brauchten brauchen
blieben bleiben gaben geben
blieben bleiben standen stehen
blieben bleiben nahmen nehmen
brauchten brauchen bestanden bestehen
brauchten brauchen schlossen schließen
brauchten brauchen machten machen
brauchten brauchen standen stehen
brauchten brauchen sahen sehen
brachten bringen bestanden bestehen
brachten bringen waren sein
brachten bringen bestanden bestehen
brachten bringen bildeten bilden
brachten bringen sahen sehen
dachten denken kamen kommen
dachten denken änderten ändern
dachten denken spielten spielen
dachten denken mochten mögen
dachten denken standen stehen
durften dürfen gingen gehen
durften dürfen führten führen
durften dürfen verließen verlassen
durften dürfen folgten folgen
durften dürfen erzählten erzählen
entsprachen entsprechen studierten studieren
entsprachen entsprechen entstanden entstehen
entsprachen entsprechen lagen liegen
entsprachen entsprechen dachten denken
entsprachen entsprechen führten führen
entstanden entstehen stiegen steigen
entstanden entstehen ließen lassen
entstanden entstehen verbanden verbinden
entstanden entstehen kannten kennen
entstanden entstehen liefen laufen
entwickelten entwickeln fielen fallen
entwickelten entwickeln verglichen vergleichen
entwickelten entwickeln dachten denken
entwickelten entwickeln kannten kennen
entwickelten entwickeln nutzten nutzen
ergaben ergeben schafften schaffen
ergaben ergeben entwickelten entwickeln
ergaben ergeben hatten haben
ergaben ergeben konnten können
ergaben ergeben führten führen
erhielten erhalten änderten ändern
erhielten erhalten fühlten fühlen
erhielten erhalten zogen ziehen
erhielten erhalten wuchsen wachsen
erhielten erhalten boten bieten
erinnerten erinnern waren sein
erinnerten erinnern meinten meinen
erinnerten erinnern spielten spielen
erinnerten erinnern gehörten gehören
erinnerten erinnern führten führen
erkannten erkennen begannen beginnen
erkannten erkennen kannten kennen
erkannten erkennen machten machen
erkannten erkennen saßen sitzen
erkannten erkennen schauten schauen
erklärten erklären erreichten erreichen
erklärten erklären erschienen erscheinen
erklärten erklären ließen lassen
erklärten erklären lebten leben
erklärten erklären bestanden bestehen
erreichten erreichen änderten ändern
erreichten erreichen erklärten erklären
erreichten erreichen lernten lernen
erreichten erreichen nahmen nehmen
erreichten erreichen wuchsen wachsen
erschienen erscheinen versuchten versuchen
erschienen erscheinen handelten handeln
erschienen erscheinen bedeuteten bedeuten
erschienen erscheinen begannen beginnen
erschienen erscheinen erwarteten erwarten
erwarteten erwarten verloren verlieren
erwarteten erwarten schlossen schließen
erwarteten erwarten konnten können
erwarteten erwarten erzählten erzählen
erwarteten erwarten halfen helfen
erzählten erzählen schafften schaffen
erzählten erzählen erreichten erreichen
erzählten erzählen folgten folgen
erzählten erzählen galten gelten
erzählten erzählen zogen ziehen
fuhren fahren wuchsen wachsen
fuhren fahren standen stehen
fuhren fahren boten bieten
fuhren fahren erinnerten erinnern
fuhren fahren bekamen bekommen
fielen fallen erkannten erkennen
fielen fallen bildeten bilden
fielen fallen ergaben ergeben
fielen fallen lernten lernen
fielen fallen konnten können
fehlten fehlen schienen scheinen
fehlten fehlen sprachen sprechen
fehlten fehlen hielten halten
fehlten fehlen lagen liegen
fehlten fehlen sagten sagen
fanden finden blieben bleiben
fanden finden interessierten interessieren
fanden finden redeten reden
fanden finden trafen treffen
fanden finden mussten müssen
folgten folgen fuhren fahren
folgten folgen setzten setzen
folgten folgen führten führen
folgten folgen erkannten erkennen
folgten folgen entsprachen entsprechen
fragten fragen mochten mögen
fragten fragen hatten haben
fragten fragen gingen gehen
fragten fragen gingen gehen
fragten fragen erreichten erreichen
fühlten fühlen entstanden entstehen
fühlten fühlen entwickelten entwickeln
fühlten fühlen handelten handeln
fühlten fühlen wohnten wohnen
fühlten fühlen erinnerten erinnern
führten führen erreichten erreichen
führten führen lebten leben
führten führen wohnten wohnen
führten führen lasen lesen
führten führen änderten ändern
gaben geben hießen heißen
gaben geben boten bieten
gaben geben meinten meinen
gaben geben arbeiteten arbeiten
gaben geben hielten halten
gingen gehen galten gelten
gingen gehen interessierten interessieren
gingen gehen sahen sehen
gingen gehen trugen tragen
gingen gehen legten legen
gehörten gehören bildeten bilden
gehörten gehören wohnten wohnen
gehörten gehören erreichten erreichen
gehörten gehören sagten sagen
gehörten gehören erschienen erscheinen
galten gelten hießen heißen
galten gelten erhielten erhalten
galten gelten schafften schaffen
galten gelten fielen fallen
galten gelten lernten lernen
gewannen gewinnen bildeten bilden
gewannen gewinnen setzten setzen
gewannen gewinnen suchten suchen
gewannen gewinnen durften dürfen
gewannen gewinnen brauchten brauchen
glaubten glauben gewannen gewinnen
glaubten glauben erwarteten erwarten
glaubten glauben begannen beginnen
glaubten glauben zogen ziehen
glaubten glauben lasen lesen
hatten haben trugen tragen
hatten haben fanden finden
hatten haben erkannten erkennen
hatten haben arbeiteten arbeiten
hatten haben erwarteten erwarten
hielten halten fanden finden
hielten halten verließen verlassen
hielten halten entstanden entstehen
hielten halten verglichen vergleichen
hielten halten gaben geben
handelten handeln gaben geben
handelten handeln bildeten bilden
handelten handeln schlossen schließen
handelten handeln liefen laufen
handelten handeln dachten denken
hießen heißen schlossen schließen
hießen heißen entstanden entstehen
hießen heißen nutzten nutzen
hießen heißen erzählten erzählen
hießen heißen dachten denken
halfen helfen legten legen
halfen helfen erzählten erzählen
halfen helfen entsprachen entsprechen
halfen helfen erkannten erkennen
halfen helfen wussten wissen
interessierten interessieren standen stehen
interessierten interessieren fuhren fahren
interessierten interessieren fanden finden
interessierten interessieren kamen kommen
interessierten interessieren versuchten versuchen
kannten kennen mussten müssen
kannten kennen erkannten erkennen
kannten kennen taten tun
kannten kennen meinten meinen
kannten kennen zogen ziehen
kamen kommen ergaben ergeben
kamen kommen mochten mögen
kamen kommen schlossen schließen
kamen kommen entstanden entstehen
kamen kommen bekamen bekommen
konnten können nannten nennen
konnten können entsprachen entsprechen
konnten können bedeuteten bedeuten
konnten können fragten fragen
konnten können interessierten interessieren
ließen lassen erkannten erkennen
ließen lassen redeten reden
ließen lassen erzählten erzählen
ließen lassen durften dürfen
ließen lassen lernten lernen
liefen laufen glaubten glauben
liefen laufen bildeten bilden
liefen laufen durften dürfen
liefen laufen entwickelten entwickeln
liefen laufen nahmen nehmen
lebten leben erzählten erzählen
lebten leben zeigten zeigen
lebten leben suchten suchen
lebten leben nannten nennen
lebten leben wurden werden
legten legen entstanden entstehen
legten legen schafften schaffen
legten legen bekamen bekommen
legten legen ließen lassen
legten legen galten gelten
lernten lernen nutzten nutzen
lernten lernen hielten halten
lernten lernen hießen heißen
lernten lernen boten bieten
lernten lernen mussten müssen
lasen lesen studierten studieren
lasen lesen ließen lassen
lasen lesen standen stehen
lasen lesen ließen lassen
lasen lesen hießen heißen
lagen liegen sollten sollen
lagen liegen fehlten fehlen
lagen liegen fielen fallen
lagen liegen schlossen schließen
lagen liegen warteten warten
machten machen interessierten interessieren
machten machen zogen ziehen
machten machen wurden werden
machten machen bildeten bilden
machten machen erwarteten erwarten
meinten meinen kannten kennen
meinten meinen trugen tragen
meinten meinen erhielten erhalten
meinten meinen erwarteten erwarten
meinten meinen verloren verlieren
mochten mögen bekamen bekommen
mochten mögen bestanden bestehen
mochten mögen entsprachen entsprechen
mochten mögen fehlten fehlen
mochten mögen zogen ziehen
mussten müssen wohnten wohnen
mussten müssen machten machen
mussten müssen fühlten fühlen
mussten müssen erschienen erscheinen
mussten müssen wollten wollen
nahmen nehmen mochten mögen
nahmen nehmen redeten reden
nahmen nehmen sollten sollen
nahmen nehmen stiegen steigen
nahmen nehmen erzählten erzählen
nannten nennen lagen liegen
nannten nennen schlossen schließen
nannten nennen interessierten interessieren
nannten nennen stellten stellen
nannten nennen handelten handeln
nutzten nutzen fehlten fehlen
nutzten nutzen betrafen betreffen
nutzten nutzen erinnerten erinnern
nutzten nutzen wohnten wohnen
nutzten nutzen brauchten brauchen
redeten reden sahen sehen
redeten reden gehörten gehören
redeten reden schienen scheinen
redeten reden mochten mögen
redeten reden mussten müssen
sagten sagen lasen lesen
sagten sagen fühlten fühlen
sagten sagen fragten fragen
sagten sagen hießen heißen
sagten sagen suchten suchen
schafften schaffen bekamen bekommen
schafften schaffen wollten wollen
schafften schaffen entsprachen entsprechen
schafften schaffen konnten können
schafften schaffen schlossen schließen
schauten schauen wollten wollen
schauten schauen machten machen
schauten schauen fühlten fühlen
schauten schauen versuchten versuchen
schauten schauen durften dürfen
schienen scheinen mochten mögen
schienen scheinen waren sein
schienen scheinen konnten können
schienen scheinen bestanden bestehen
schienen scheinen folgten folgen
schlossen schließen galten gelten
schlossen schließen hielten halten
schlossen schließen erschienen erscheinen
schlossen schließen ließen lassen
schlossen schließen trafen treffen
schrieben schreiben sprachen sprechen
schrieben schreiben handelten handeln
schrieben schreiben gehörten gehören
schrieben schreiben legten legen
schrieben schreiben durften dürfen
sahen sehen versuchten versuchen
sahen sehen trafen treffen
sahen sehen brachten bringen
sahen sehen lernten lernen
sahen sehen hießen heißen
waren sein erreichten erreichen
waren sein bestanden bestehen
waren sein kamen kommen
waren sein taten tun
waren sein gingen gehen
setzten setzen entwickelten entwickeln
setzten setzen brachten bringen
setzten setzen fehlten fehlen
setzten setzen gaben geben
setzten setzen verglichen vergleichen
saßen sitzen hielten halten
saßen sitzen wohnten wohnen
saßen sitzen konnten können
saßen sitzen verbanden verbinden
saßen sitzen entstanden entstehen
sollten sollen entwickelten entwickeln
sollten sollen entstanden entstehen
sollten sollen verließen verlassen
sollten sollen gingen gehen
sollten sollen fragten fragen
spielten spielen verließen verlassen
spielten spielen ließen lassen
spielten spielen standen stehen
spielten spielen betrafen betreffen
spielten spielen wussten wissen
sprachen sprechen schienen scheinen
sprachen sprechen schienen scheinen
sprachen sprechen kamen kommen
sprachen sprechen suchten suchen
sprachen sprechen blieben bleiben
standen stehen begannen beginnen
standen stehen begannen beginnen
standen stehen konnten können
standen stehen gingen gehen
standen stehen bestanden bestehen
stiegen steigen erwarteten erwarten
stiegen steigen trafen treffen
stiegen steigen erkannten erkennen
stiegen steigen redeten reden
stiegen steigen arbeiteten arbeiten
stellten stellen versuchten versuchen
stellten stellen kannten kennen
stellten stellen erklärten erklären
stellten stellen zeigten zeigen
stellten stellen brauchten brauchen
studierten studieren verglichen vergleichen
studierten studieren dachten denken
studierten studieren brachten bringen
studierten studieren trugen tragen
studierten studieren ergaben ergeben
suchten suchen verbanden verbinden
suchten suchen gingen gehen
suchten suchen nahmen nehmen
suchten suchen lebten leben
suchten suchen stellten stellen
trugen tragen fielen fallen
trugen tragen erhielten erhalten
trugen tragen erinnerten erinnern
trugen tragen arbeiteten arbeiten
trugen tragen kamen kommen
trafen treffen lebten leben
trafen treffen erzählten erzählen
trafen treffen erinnerten erinnern
trafen treffen entstanden entstehen
trafen treffen kamen kommen
taten tun stellten stellen
taten tun versuchten versuchen
taten tun meinten meinen
taten tun zogen ziehen
taten tun schafften schaffen
verbanden verbinden erhielten erhalten
verbanden verbinden waren sein
verbanden verbinden gehörten gehören
verbanden verbinden kamen kommen
verbanden verbinden interessierten interessieren
vergingen vergehen erkannten erkennen
vergingen vergehen lebten leben
vergingen vergehen sollten sollen
vergingen vergehen erinnerten erinnern
vergingen vergehen gewannen gewinnen
verglichen vergleichen mussten müssen
verglichen vergleichen fehlten fehlen
verglichen vergleichen trafen treffen
verglichen vergleichen nahmen nehmen
verglichen vergleichen erhielten erhalten
verließen verlassen galten gelten
verließen verlassen sahen sehen
verließen verlassen bekamen bekommen
verließen verlassen entsprachen entsprechen
verließen verlassen ergaben ergeben
verloren verlieren kamen kommen
verloren verlieren folgten folgen
verloren verlieren zeigten zeigen
verloren verlieren gehörten gehören
verloren verlieren boten bieten
verstanden verstehen verloren verlieren
verstanden verstehen schrieben schreiben
verstanden verstehen legten legen
verstanden verstehen hatten haben
verstanden verstehen erklärten erklären
versuchten versuchen nutzten nutzen
versuchten versuchen studierten studieren
